"Date","Price","Open","High","Low","Vol.","Change %"
"05/18/2021","566.00","564.75","571.00","551.25","99.15K","0.44%"
"05/17/2021","563.50","559.00","566.50","557.00","81.51K","1.12%"
"05/14/2021","557.25","548.00","560.00","543.50","78.47K","1.55%"
"05/13/2021","548.75","562.50","564.00","542.25","95.95K","-1.35%"
"05/12/2021","556.25","559.00","563.75","557.50","5.22K","0.00%"
"05/11/2021","556.25","554.00","560.50","547.25","37.69K","0.68%"
"05/10/2021","552.50","553.00","561.25","548.00","50.75K","0.36%"
"05/07/2021","550.50","549.25","553.50","543.00","35.75K","-0.09%"
"05/06/2021","551.00","551.00","558.25","547.00","43.28K","-1.48%"
"05/05/2021","559.25","557.00","561.50","550.00","54.19K","1.45%"
"05/04/2021","551.25","544.25","557.75","541.00","44.81K","1.43%"
"05/03/2021","543.50","534.50","544.25","529.75","21.95K","1.83%"
"04/30/2021","533.75","544.50","545.50","532.00","45.71K","-1.84%"
"04/29/2021","543.75","536.25","549.50","536.25","50.82K","0.83%"
"04/28/2021","539.25","530.00","541.75","527.50","38.48K","2.62%"
"04/27/2021","525.50","523.50","531.50","523.50","58.21K","0.53%"
"04/26/2021","522.75","524.25","526.25","512.75","45.01K","-0.43%"
"04/23/2021","525.00","521.75","527.25","519.00","55.24K","0.72%"
"04/22/2021","521.25","516.25","523.25","513.00","65.19K","0.19%"
"04/21/2021","520.25","524.25","525.75","514.50","57.87K","0.24%"
"04/20/2021","519.00","531.00","536.75","517.75","76.05K","-1.89%"
"04/19/2021","529.00","531.00","534.00","527.25","80.28K","-0.47%"
"04/16/2021","531.50","532.50","536.50","529.50","57.99K","0.28%"
"04/15/2021","530.00","530.25","533.50","526.75","50.58K","0.33%"
"04/14/2021","528.25","511.50","532.75","510.50","81.65K","3.68%"
"04/13/2021","509.50","508.75","512.50","506.25","82.80K","1.14%"
"04/12/2021","503.75","505.25","511.00","500.75","5.67K","0.00%"
"04/09/2021","503.75","505.25","506.25","499.25","48.08K","0.65%"
"04/08/2021","500.50","502.75","506.25","498.00","40.62K","1.42%"
"04/07/2021","493.50","497.75","504.50","491.50","51.39K","-1.99%"
"04/06/2021","503.50","496.50","509.25","494.75","43.15K","1.00%"
"04/05/2021","498.50","508.25","511.75","487.75","17.90K","0.45%"
"04/01/2021","496.25","496.50","513.00","493.25","53.35K","-1.78%"
"03/31/2021","505.25","504.50","510.25","492.75","54.30K","-0.25%"
"03/30/2021","506.50","512.00","513.00","500.75","43.59K","0.25%"
"03/29/2021","505.25","511.50","515.75","501.50","42.15K","-1.08%"
"03/26/2021","510.75","490.50","513.75","490.50","64.90K","4.66%"
"03/25/2021","488.00","507.25","508.75","485.00","70.52K","-3.94%"
"03/24/2021","508.00","484.50","511.25","483.75","61.08K","2.16%"
"03/23/2021","497.25","511.50","511.75","482.00","97.05K","-3.16%"
"03/22/2021","513.50","515.25","518.00","507.50","62.50K","0.59%"
"03/19/2021","510.50","499.75","516.75","495.50","102.55K","-0.97%"
"03/18/2021","515.50","533.00","537.00","488.75","133.68K","-3.15%"
"03/17/2021","532.25","540.00","542.25","526.50","86.23K","-1.16%"
"03/16/2021","538.50","544.75","545.50","533.00","100.02K","-1.01%"
"03/15/2021","544.00","551.25","556.50","538.75","92.71K","-1.67%"
"03/12/2021","553.25","549.75","555.00","547.00","80.09K","4.29%"
"03/11/2021","530.50","539.25","543.00","536.00","6.09K","0.00%"
"03/10/2021","530.50","536.75","541.00","529.00","37.67K","-1.35%"
"03/09/2021","537.75","543.25","548.50","534.50","35.55K","-1.51%"
"03/08/2021","546.00","557.00","564.50","538.50","52.39K","-0.27%"
"03/05/2021","547.50","537.75","555.00","534.00","42.81K","2.29%"
"03/04/2021","535.25","520.00","540.50","508.75","81.17K","2.93%"
"03/03/2021","520.00","510.25","523.75","510.25","35.58K","0.43%"
"03/02/2021","517.75","513.25","521.75","508.25","62.06K","-1.71%"
"03/01/2021","526.75","530.25","537.25","513.00","49.73K","-0.99%"
"02/26/2021","532.00","539.25","540.25","525.50","44.54K","-1.89%"
"02/25/2021","542.25","545.00","548.00","537.50","52.24K","0.14%"
"02/24/2021","541.50","531.25","545.00","528.75","49.82K","1.79%"
"02/23/2021","532.00","534.50","542.50","525.25","72.00K","1.14%"
"02/22/2021","526.00","517.25","536.25","517.25","83.47K","0.57%"
"02/19/2021","523.00","522.25","525.75","514.00","98.63K","-0.71%"
"02/18/2021","526.75","528.50","532.75","518.75","123.49K","1.44%"
"02/17/2021","519.25","516.00","528.25","513.25","120.35K","0.78%"
"02/16/2021","515.25","518.25","522.25","511.75","105.74K","-0.58%"
"02/15/2021","518.25","510.00","520.00","510.00","97.60K","3.08%"
"02/12/2021","502.75","496.50","510.00","493.00","95.88K","0.35%"
"02/11/2021","501.00","497.75","499.25","497.25","5.39K","0.00%"
"02/10/2021","501.00","498.50","501.75","496.00","41.51K","0.96%"
"02/09/2021","496.25","497.50","501.25","492.00","55.93K","0.56%"
"02/08/2021","493.50","487.50","497.25","487.25","36.13K","1.23%"
"02/05/2021","487.50","482.25","490.00","482.25","35.69K","2.52%"
"02/04/2021","475.50","477.50","482.00","472.50","45.41K","-0.37%"
"02/03/2021","477.25","473.00","480.75","471.50","51.02K","1.17%"
"02/02/2021","471.75","460.75","474.00","460.25","58.19K","3.85%"
"02/01/2021","454.25","447.25","461.50","445.25","51.42K","0.89%"
"01/29/2021","450.25","449.00","457.00","447.00","73.98K","-0.22%"
"01/28/2021","451.25","451.25","459.25","448.00","54.66K","-1.04%"
"01/27/2021","456.00","453.00","458.00","446.75","59.59K","1.11%"
"01/26/2021","451.00","453.00","456.00","449.00","50.65K","0.56%"
"01/25/2021","448.50","447.00","454.00","445.00","55.38K","-0.17%"
"01/22/2021","449.25","454.25","454.50","441.25","77.38K","-1.26%"
"01/21/2021","455.00","454.50","457.00","451.75","77.26K","-0.98%"
"01/20/2021","459.50","457.00","462.00","453.00","85.72K","0.05%"
"01/19/2021","459.25","453.75","460.25","453.25","77.33K","1.27%"
"01/18/2021","453.50","452.00","456.00","450.00","61.76K","0.33%"
"01/15/2021","452.00","464.50","465.50","450.25","80.73K","-1.63%"
"01/14/2021","459.50","458.50","465.75","455.50","98.63K","-0.16%"
"01/13/2021","460.25","461.50","465.50","456.00","79.59K","3.25%"
"01/12/2021","445.75","450.00","459.00","450.00","8.08K","0.00%"
"01/11/2021","445.75","448.00","448.25","439.25","45.24K","0.45%"
"01/08/2021","443.75","435.75","449.50","434.50","45.88K","1.72%"
"01/07/2021","436.25","432.50","438.25","432.25","52.45K","0.35%"
"01/06/2021","434.75","434.25","439.50","425.75","58.50K","0.69%"
"01/05/2021","431.75","416.00","436.25","414.75","48.89K","2.86%"
"01/04/2021","419.75","423.00","440.25","413.75","51.79K","-0.24%"
"12/31/2020","420.75","426.50","427.00","420.25","31.03K","-1.06%"
"12/30/2020","425.25","426.25","431.00","422.75","38.66K","0.12%"
"12/29/2020","424.75","425.75","429.50","423.75","40.30K","-0.47%"
"12/28/2020","426.75","424.50","431.50","420.00","19.94K","0.77%"
"12/24/2020","423.50","425.75","430.00","421.50","19.76K","-0.82%"
"12/23/2020","427.00","413.50","429.00","410.25","49.04K","2.15%"
"12/22/2020","418.00","418.50","420.25","410.50","48.13K","0.91%"
"12/21/2020","414.25","431.75","432.75","407.25","105.47K","-4.44%"
"12/18/2020","433.50","426.75","435.00","425.50","79.00K","1.58%"
"12/17/2020","426.75","423.25","429.75","423.25","64.54K","1.91%"
"12/16/2020","418.75","418.25","424.25","416.00","75.66K","-0.24%"
"12/15/2020","419.75","417.25","421.00","413.50","74.35K","2.25%"
"12/14/2020","410.50","412.75","420.00","406.75","77.18K","-0.36%"
"12/11/2020","412.00","416.25","416.75","409.50","88.55K","3.39%"
"12/10/2020","398.50","400.50","405.50","398.00","4.35K","0.00%"
"12/09/2020","398.50","401.50","406.75","397.50","51.84K","-0.87%"
"12/08/2020","402.00","398.00","402.75","395.50","43.51K","0.12%"
"12/07/2020","401.50","399.00","404.50","393.75","38.96K","1.01%"
"12/04/2020","397.50","398.50","407.25","395.75","50.38K","0.25%"
"12/03/2020","396.50","389.25","399.75","388.00","38.60K","1.54%"
"12/02/2020","390.50","381.75","395.25","380.50","37.95K","1.10%"
"12/01/2020","386.25","390.50","395.75","382.00","52.57K","-0.19%"
"11/30/2020","387.00","390.50","394.00","383.75","46.36K","-1.15%"
"11/27/2020","391.50","389.00","393.25","384.75","39.22K","0.64%"
"11/26/2020","389.00","395.25","399.00","386.75","36.97K","-0.06%"
"11/25/2020","389.25","386.50","398.00","385.75","74.63K","0.13%"
"11/24/2020","388.75","370.75","391.50","370.75","81.05K","5.00%"
"11/23/2020","370.25","363.25","372.00","363.00","59.72K","2.99%"
"11/20/2020","359.50","361.00","366.25","358.75","81.60K","0.49%"
"11/19/2020","357.75","357.25","363.25","355.75","86.66K","-0.83%"
"11/18/2020","360.75","353.50","364.50","352.25","89.44K","3.00%"
"11/17/2020","350.25","352.00","356.00","346.25","70.99K","-0.71%"
"11/16/2020","352.75","345.00","359.25","344.25","82.27K","2.32%"
"11/13/2020","344.75","348.50","350.50","343.25","82.93K","-3.84%"
"11/12/2020","358.50","352.50","355.00","350.00","3.04K","0.00%"
"11/11/2020","358.50","355.25","369.25","351.50","23.18K","2.14%"
"11/10/2020","351.00","338.50","357.75","338.50","43.37K","2.11%"
"11/09/2020","343.75","325.25","353.50","324.75","58.73K","6.51%"
"11/06/2020","322.75","327.00","328.75","319.75","30.58K","-1.30%"
"11/05/2020","327.00","330.75","333.25","325.25","47.74K","-0.15%"
"11/04/2020","327.50","321.00","333.25","314.75","31.78K","3.39%"
"11/03/2020","316.75","313.75","323.25","309.25","38.30K","3.09%"
"11/02/2020","307.25","302.00","314.75","286.25","52.26K","0.74%"
"10/30/2020","305.00","306.00","310.50","300.00","45.49K","0.33%"
"10/29/2020","304.00","317.75","318.25","295.75","66.63K","-3.42%"
"10/28/2020","314.75","325.00","325.00","312.25","65.68K","-4.48%"
"10/27/2020","329.50","321.25","331.00","321.00","45.81K","2.89%"
"10/26/2020","320.25","330.50","330.50","318.00","63.21K","-4.40%"
"10/23/2020","335.00","332.50","337.00","329.00","61.69K","-0.37%"
"10/22/2020","336.25","327.75","336.50","327.25","54.31K","2.52%"
"10/21/2020","328.00","338.50","339.75","326.50","94.16K","-2.74%"
"10/20/2020","337.25","335.75","342.75","333.25","64.71K","-1.10%"
"10/19/2020","341.00","342.50","345.50","335.75","68.71K","-1.09%"
"10/16/2020","344.75","345.50","347.25","339.25","62.62K","0.95%"
"10/15/2020","341.50","347.75","348.25","334.25","96.42K","-0.44%"
"10/14/2020","343.00","339.25","347.75","335.50","59.59K","1.11%"
"10/13/2020","339.25","338.75","344.25","337.25","89.60K","-2.23%"
"10/12/2020","347.00","343.50","343.75","338.00","8.27K","0.00%"
"10/09/2020","347.00","347.00","351.25","345.25","42.07K","1.02%"
"10/08/2020","343.50","337.25","348.50","336.25","46.07K","3.39%"
"10/07/2020","332.25","340.25","342.25","331.50","36.19K","-2.78%"
"10/06/2020","341.75","328.50","345.50","327.25","47.13K","3.88%"
"10/05/2020","329.00","312.75","330.75","312.75","41.96K","4.53%"
"10/02/2020","314.75","323.75","324.00","308.25","45.78K","-0.71%"
"10/01/2020","317.00","334.00","338.25","315.50","63.65K","-3.79%"
"09/30/2020","329.50","325.00","336.00","321.75","59.60K","1.23%"
"09/29/2020","325.50","332.25","333.50","322.00","59.08K","-1.44%"
"09/28/2020","330.25","326.25","333.75","324.50","45.13K","1.54%"
"09/25/2020","325.25","324.75","328.50","323.25","48.00K","1.40%"
"09/24/2020","320.75","320.50","325.50","319.50","77.18K","-1.53%"
"09/23/2020","325.75","321.00","329.25","317.25","72.89K","1.09%"
"09/22/2020","322.25","323.75","327.00","318.00","68.77K","0.16%"
"09/21/2020","321.75","338.50","340.00","320.00","100.88K","-5.30%"
"09/18/2020","339.75","340.00","344.75","336.00","93.05K","-0.07%"
"09/17/2020","340.00","326.50","341.75","321.25","88.89K","4.53%"
"09/16/2020","325.25","322.25","328.50","321.50","108.52K","1.64%"
"09/15/2020","320.00","320.50","323.75","317.00","109.54K","0.08%"
"09/14/2020","319.75","322.75","325.75","318.25","67.09K","-1.31%"
"09/11/2020","324.00","319.25","326.75","317.50","88.46K","2.13%"
"09/10/2020","317.25","320.50","320.75","311.00","3.86K","0.00%"
"09/09/2020","317.25","312.75","322.75","308.00","38.64K","2.50%"
"09/08/2020","309.50","329.00","330.25","306.00","64.59K","-5.64%"
"09/07/2020","328.00","333.25","333.25","327.75","25.39K","-2.24%"
"09/04/2020","335.50","339.50","347.75","333.25","32.48K","0.30%"
"09/03/2020","334.50","351.00","351.50","333.00","74.64K","-5.84%"
"09/02/2020","355.25","365.50","368.00","349.50","53.83K","-2.87%"
"09/01/2020","365.75","362.25","368.75","361.75","36.31K","1.04%"
"08/31/2020","362.00","366.75","371.75","360.25","26.43K","-0.96%"
"08/28/2020","365.50","363.00","368.00","359.50","45.98K","0.83%"
"08/27/2020","362.50","372.50","374.25","360.25","67.57K","-2.29%"
"08/26/2020","371.00","377.50","378.25","370.00","60.94K","-1.98%"
"08/25/2020","378.50","371.75","380.00","371.50","60.13K","2.09%"
"08/24/2020","370.75","363.00","373.25","362.25","59.16K","2.99%"
"08/21/2020","360.00","374.00","374.00","357.50","105.98K","-2.96%"
"08/20/2020","371.00","375.75","376.00","368.00","77.58K","-1.53%"
"08/19/2020","376.75","379.50","380.50","374.25","62.42K","-0.86%"
"08/18/2020","380.00","376.75","382.25","373.00","74.88K","1.33%"
"08/17/2020","375.00","376.00","378.75","373.00","54.11K","0.13%"
"08/14/2020","374.50","378.00","378.75","373.50","51.25K","-0.53%"
"08/13/2020","376.50","379.00","380.25","375.00","59.32K","0.13%"
"08/12/2020","376.00","372.75","377.25","372.75","4.40K","0.00%"
"08/11/2020","376.00","371.25","379.25","370.50","39.89K","2.24%"
"08/10/2020","367.75","368.00","372.50","366.75","29.13K","-0.34%"
"08/07/2020","369.00","375.25","375.50","365.50","36.62K","-1.47%"
"08/06/2020","374.50","377.75","380.50","372.75","22.35K","-3.48%"
"08/05/2020","388.00","373.00","389.25","373.00","49.78K","4.65%"
"08/04/2020","370.75","366.50","378.50","362.50","39.43K","0.20%"
"08/03/2020","370.00","365.50","371.00","360.50","35.73K","1.37%"
"07/31/2020","365.00","365.00","367.50","362.75","28.90K","1.32%"
"07/30/2020","360.25","377.00","377.50","349.00","57.58K","-4.51%"
"07/29/2020","377.25","372.00","378.00","371.25","30.28K","1.68%"
"07/28/2020","371.00","376.75","378.25","370.00","41.66K","0.27%"
"07/27/2020","370.00","376.25","378.75","369.75","44.10K","-1.27%"
"07/24/2020","374.75","376.75","378.75","371.75","37.91K","-0.79%"
"07/23/2020","377.75","382.75","388.00","375.50","48.98K","-0.40%"
"07/22/2020","379.25","385.00","385.00","378.25","44.38K","-1.94%"
"07/21/2020","386.75","371.00","388.50","371.00","72.58K","4.39%"
"07/20/2020","370.50","365.75","374.50","361.50","60.99K","0.82%"
"07/17/2020","367.50","368.00","369.50","365.00","57.12K","-0.41%"
"07/16/2020","369.00","371.25","372.50","367.00","44.61K","-0.54%"
"07/15/2020","371.00","364.75","372.75","362.25","57.04K","1.23%"
"07/14/2020","366.50","363.25","367.50","360.25","95.59K","-0.54%"
"07/13/2020","368.50","371.50","371.50","362.25","63.02K","1.10%"
"07/10/2020","364.50","360.00","360.75","357.00","3.25K","0.00%"
"07/09/2020","364.50","369.00","371.50","360.75","35.63K","-0.88%"
"07/08/2020","367.75","367.00","371.50","365.75","36.92K","-0.74%"
"07/07/2020","370.50","371.00","371.25","363.00","30.83K","-0.54%"
"07/06/2020","372.50","365.50","373.50","365.25","34.41K","2.34%"
"07/03/2020","364.00","364.25","366.00","360.00","19.89K","0.28%"
"07/02/2020","363.00","355.50","367.25","355.50","31.44K","1.54%"
"07/01/2020","357.50","354.00","363.00","350.50","45.24K","1.49%"
"06/30/2020","352.25","348.25","356.50","345.75","51.08K","1.22%"
"06/29/2020","348.00","338.75","351.25","336.25","26.34K","2.65%"
"06/26/2020","339.00","347.00","351.75","337.00","38.52K","-1.60%"
"06/25/2020","344.50","344.25","349.75","336.00","56.15K","-0.36%"
"06/24/2020","345.75","358.50","361.50","340.00","51.92K","-5.98%"
"06/23/2020","367.75","364.75","370.50","357.50","51.12K","0.89%"
"06/22/2020","364.50","358.50","364.75","356.75","57.10K","0.00%"
"06/19/2020","364.50","356.00","365.75","349.75","80.03K","3.04%"
"06/18/2020","353.75","349.00","356.00","347.00","66.63K","1.22%"
"06/17/2020","349.50","346.75","354.50","343.50","84.42K","1.01%"
"06/16/2020","346.00","338.00","354.25","333.25","82.32K","4.69%"
"06/15/2020","330.50","328.75","339.00","319.75","75.27K","0.61%"
"06/12/2020","328.50","319.50","334.00","312.25","73.24K","-2.23%"
"06/11/2020","336.00","335.50","337.00","330.50","3.49K","0.00%"
"06/10/2020","336.00","331.25","343.25","328.50","29.01K","2.13%"
"06/09/2020","329.00","328.25","335.50","320.50","38.45K","-0.30%"
"06/08/2020","330.00","336.00","345.75","324.75","31.76K","-0.15%"
"06/05/2020","330.50","310.25","335.75","310.25","42.96K","9.26%"
"06/04/2020","302.50","309.00","312.75","301.75","39.67K","-1.55%"
"06/03/2020","307.25","315.50","321.75","303.50","43.98K","-2.15%"
"06/02/2020","314.00","298.00","317.25","297.50","45.33K","6.89%"
"06/01/2020","293.75","297.75","303.50","291.75","37.83K","3.52%"
"05/29/2020","283.75","282.00","301.75","274.75","51.67K","0.98%"
"05/28/2020","281.00","284.50","290.25","278.75","58.88K","-2.01%"
"05/27/2020","286.75","298.50","300.75","285.00","43.66K","-3.45%"
"05/26/2020","297.00","300.75","310.25","293.75","50.08K","-0.92%"
"05/25/2020","299.75","289.50","301.75","289.50","9.58K","4.17%"
"05/22/2020","287.75","295.75","297.75","280.00","55.05K","-2.95%"
"05/21/2020","296.50","297.25","307.50","294.50","50.61K","-1.00%"
"05/20/2020","299.50","288.00","307.00","288.00","72.24K","3.19%"
"05/19/2020","290.25","306.25","306.25","285.75","83.87K","-4.13%"
"05/18/2020","302.75","272.50","305.75","272.50","90.16K","12.23%"
"05/15/2020","269.75","266.75","277.50","262.25","87.12K","5.68%"
"05/14/2020","255.25","245.25","267.50","243.00","98.22K","4.08%"
"05/13/2020","245.25","241.50","253.50","237.50","102.87K","2.19%"
"05/12/2020","240.00","238.00","244.25","238.00","4.59K","0.00%"
"05/11/2020","240.00","249.00","254.00","237.25","25.31K","-0.93%"
"05/08/2020","242.25","234.00","252.75","232.50","11.10K","1.89%"
"05/07/2020","237.75","233.75","248.75","227.50","34.34K","4.28%"
"05/06/2020","228.00","259.00","259.00","224.75","34.54K","-5.69%"
"05/05/2020","241.75","230.00","255.00","228.00","38.98K","14.71%"
"05/04/2020","210.75","217.50","229.75","210.00","32.67K","-4.20%"
"05/01/2020","220.00","240.00","240.00","216.00","29.22K","-7.07%"
"04/30/2020","236.75","213.25","241.75","213.00","48.69K","13.55%"
"04/29/2020","208.50","192.75","219.25","190.75","42.89K","8.88%"
"04/28/2020","191.50","192.25","198.75","181.00","34.08K","0.39%"
"04/27/2020","190.75","202.75","206.25","187.50","36.15K","-6.95%"
"04/24/2020","205.00","214.00","222.25","199.50","58.14K","-9.99%"
"04/23/2020","227.75","212.00","237.25","211.75","45.87K","7.43%"
"04/22/2020","212.00","220.00","231.50","188.25","73.15K","-1.85%"
"04/21/2020","216.00","262.75","264.75","204.50","104.27K","-17.48%"
"04/20/2020","261.75","275.75","278.75","256.25","76.84K","-4.99%"
"04/17/2020","275.50","276.50","283.00","271.00","94.22K","1.66%"
"04/16/2020","271.00","269.25","280.25","261.25","101.39K","3.93%"
"04/15/2020","260.75","280.50","281.50","260.00","95.56K","-6.71%"
"04/14/2020","279.50","300.00","300.75","275.50","99.83K","-6.37%"
"04/13/2020","298.50","304.00","305.25","280.50","71.89K","-1.32%"
"04/09/2020","302.50","303.25","321.50","290.00","105.73K","1.51%"
"04/08/2020","298.00","300.00","301.50","291.50","3.59K","0.00%"
"04/07/2020","298.00","306.75","312.50","294.00","25.28K","1.45%"
"04/06/2020","293.75","305.00","313.00","291.50","39.97K","-1.09%"
"04/03/2020","297.00","289.50","319.50","279.00","39.17K","7.61%"
"04/02/2020","276.00","271.75","383.00","269.00","77.69K","1.56%"
"04/01/2020","271.75","287.00","289.25","266.25","61.00K","-7.17%"
"03/31/2020","292.75","295.75","303.75","285.00","44.51K","2.63%"
"03/30/2020","285.25","301.00","305.75","282.50","57.47K","-5.00%"
"03/27/2020","300.25","303.50","310.25","296.50","48.21K","-1.15%"
"03/26/2020","303.75","310.50","311.75","298.00","39.82K","-0.74%"
"03/25/2020","306.00","312.50","314.75","298.25","40.63K","0.91%"
"03/24/2020","303.25","300.75","312.50","297.75","41.70K","6.03%"
"03/23/2020","286.00","291.75","300.50","280.00","58.30K","-4.98%"
"03/20/2020","301.00","300.00","323.75","292.75","82.35K","4.60%"
"03/19/2020","287.75","289.00","310.75","273.75","71.90K","6.08%"
"03/18/2020","271.25","294.25","302.00","263.00","86.85K","-9.58%"
"03/17/2020","300.00","303.25","314.25","294.25","89.08K","-2.04%"
"03/16/2020","306.25","351.25","351.25","299.25","103.93K","-8.99%"
"03/13/2020","336.50","337.75","357.75","334.00","122.58K","-10.51%"
"03/12/2020","376.00","360.00","360.00","340.50","5.25K","0.00%"
"03/11/2020","376.00","374.00","389.00","367.50","34.13K","1.90%"
"03/10/2020","369.00","361.50","381.75","356.75","49.32K","2.71%"
"03/09/2020","359.25","396.00","396.00","315.75","70.34K","-13.07%"
"03/06/2020","413.25","448.75","449.75","412.50","74.44K","-9.38%"
"03/05/2020","456.00","463.00","466.25","444.50","74.81K","-1.35%"
"03/04/2020","462.25","464.00","471.50","457.75","52.44K","0.43%"
"03/03/2020","460.25","470.25","475.00","455.75","82.75K","1.27%"
"03/02/2020","454.50","437.00","469.00","437.00","61.52K","3.06%"
"02/28/2020","441.00","446.00","450.50","435.50","75.06K","-0.95%"
"02/27/2020","445.25","455.00","455.25","437.25","113.67K","-5.01%"
"02/26/2020","468.75","479.50","484.75","450.50","103.08K","-3.50%"
"02/25/2020","485.75","493.50","496.50","476.50","71.23K","0.05%"
"02/24/2020","485.50","505.00","507.50","481.50","73.88K","-4.52%"
"02/21/2020","508.50","512.75","514.75","503.50","85.65K","-2.02%"
"02/20/2020","519.00","518.75","523.75","513.25","86.92K","0.39%"
"02/19/2020","517.00","507.25","519.50","504.75","98.34K","2.58%"
"02/18/2020","504.00","512.25","512.25","501.50","102.28K","-1.22%"
"02/17/2020","510.25","517.50","517.75","509.75","74.66K","-0.83%"
"02/14/2020","514.50","511.75","518.50","509.50","80.11K","0.39%"
"02/13/2020","512.50","508.25","517.00","505.75","123.96K","3.69%"
"02/12/2020","494.25","499.00","506.00","499.00","3.64K","0.00%"
"02/11/2020","494.25","491.75","500.00","491.75","36.87K","0.36%"
"02/10/2020","492.50","500.00","503.50","489.50","55.61K","-2.52%"
"02/07/2020","505.25","509.50","510.75","500.50","42.10K","-0.49%"
"02/06/2020","507.75","503.25","513.75","501.50","44.09K","0.30%"
"02/05/2020","506.25","488.25","513.25","486.25","46.21K","2.95%"
"02/04/2020","491.75","482.50","495.50","482.00","46.71K","1.71%"
"02/03/2020","483.50","495.25","498.75","480.00","48.65K","-3.49%"
"01/31/2020","501.00","511.00","513.50","495.50","43.13K","-1.57%"
"01/30/2020","509.00","519.00","519.50","497.50","65.34K","-2.72%"
"01/29/2020","523.25","527.50","531.75","517.75","67.30K","-0.33%"
"01/28/2020","525.00","509.50","529.75","505.50","91.65K","2.64%"
"01/27/2020","511.50","532.00","532.50","506.00","76.14K","-4.57%"
"01/24/2020","536.00","551.75","552.25","532.75","62.45K","-1.74%"
"01/23/2020","545.50","552.75","552.75","538.50","105.69K","-1.22%"
"01/22/2020","552.25","565.00","566.00","549.75","113.11K","-2.94%"
"01/21/2020","569.00","576.25","577.50","565.00","94.90K","-1.34%"
"01/20/2020","576.75","575.25","580.00","574.25","49.40K","1.41%"
"01/17/2020","568.75","572.00","575.75","566.25","109.17K","-1.26%"
"01/16/2020","576.00","576.00","578.75","571.00","115.70K","0.04%"
"01/15/2020","575.75","578.25","583.25","572.50","88.17K","-0.65%"
"01/14/2020","579.50","577.50","584.25","572.75","108.84K","0.43%"
"01/13/2020","577.00","589.00","593.50","576.00","98.94K","-2.74%"
"01/10/2020","593.25","592.50","595.25","592.50","6.95K","0.00%"
"01/09/2020","593.25","599.75","601.25","588.50","37.54K","-2.14%"
"01/08/2020","606.25","622.00","637.25","592.50","55.61K","-1.70%"
"01/07/2020","616.75","616.75","621.50","611.75","51.66K","-0.52%"
"01/06/2020","620.00","634.75","643.00","615.25","69.49K","-0.88%"
"01/03/2020","625.50","617.50","642.00","616.25","60.66K","1.62%"
"01/02/2020","615.50","618.00","619.75","613.50","40.51K","-0.95%"
"01/01/2020","621.38","621.38","621.38","621.38","","1.20%"
"12/31/2019","614.00","620.50","623.00","612.50","30.18K","-1.44%"
"12/30/2019","623.00","625.00","631.75","617.25","44.42K","-0.48%"
"12/27/2019","626.00","623.75","627.75","622.25","37.81K","0.48%"
"12/26/2019","623.00","618.25","624.00","617.75","15.94K","1.26%"
"12/24/2019","615.25","613.25","619.25","611.50","26.32K","0.45%"
"12/23/2019","612.50","611.50","615.25","609.00","34.75K","-0.16%"
"12/20/2019","613.50","615.00","618.00","610.00","54.36K","-0.16%"
"12/19/2019","614.50","611.25","616.00","608.75","63.21K","0.78%"
"12/18/2019","609.75","613.25","614.50","608.00","72.03K","-0.61%"
"12/17/2019","613.50","606.75","615.00","605.50","77.76K","1.11%"
"12/16/2019","606.75","599.00","608.00","598.00","92.27K","1.93%"
"12/13/2019","595.25","591.75","604.00","591.25","82.96K","2.81%"
"12/12/2019","579.00","581.75","588.75","581.25","5.70K","0.00%"
"12/11/2019","579.00","588.25","589.00","577.25","39.38K","-1.91%"
"12/10/2019","590.25","585.25","593.50","581.75","37.66K","0.68%"
"12/09/2019","586.25","589.25","590.00","582.00","62.46K","-0.17%"
"12/06/2019","587.25","585.00","596.00","580.00","40.11K","0.64%"
"12/05/2019","583.50","583.00","587.25","576.75","46.45K","0.78%"
"12/04/2019","579.00","570.25","586.25","570.00","47.87K","1.58%"
"12/03/2019","570.00","571.00","575.00","565.50","57.21K","-0.87%"
"12/02/2019","575.00","568.50","582.00","568.50","48.71K","0.52%"
"11/29/2019","572.00","591.00","591.25","566.75","50.53K","-2.43%"
"11/28/2019","586.25","586.25","592.25","585.00","33.24K","-0.21%"
"11/27/2019","587.50","590.25","596.00","586.25","44.75K","-0.34%"
"11/26/2019","589.50","586.50","593.50","585.25","61.55K","1.16%"
"11/25/2019","582.75","584.25","587.00","580.00","40.29K","0.17%"
"11/22/2019","581.75","585.00","591.00","579.00","56.26K","0.47%"
"11/21/2019","579.00","570.00","587.50","567.50","73.19K","0.92%"
"11/20/2019","573.75","560.50","576.50","557.00","93.68K","1.10%"
"11/19/2019","567.50","571.25","574.75","558.75","104.72K","-0.74%"
"11/18/2019","571.75","590.00","590.50","570.50","80.73K","-2.64%"
"11/15/2019","587.25","580.25","592.00","574.50","74.78K","1.12%"
"11/14/2019","580.75","578.50","586.50","578.00","86.64K","0.96%"
"11/13/2019","575.25","570.50","580.25","563.00","130.08K","-1.41%"
"11/12/2019","583.50","582.25","584.25","578.00","6.74K","0.00%"
"11/11/2019","583.50","582.50","587.75","574.50","47.52K","1.21%"
"11/08/2019","576.50","580.00","584.00","566.50","51.13K","-1.16%"
"11/07/2019","583.25","584.50","589.75","579.00","42.11K","-0.60%"
